titles,intros,genres
선독점피칭마스터,백억을벌고은퇴하는게꿈이던불펜투수구병태에게어느날부터간헐적두통을동반한기시감이찾아온다그것은미래시를통해여자와의악연들을피해종손보존을하려는조상님의은덕때문이었음을깨닫고그때마다살아생전그를지극히사랑했던할아버지의현몽으로구병태의신체적약점이하나둘없어지면서강해져가는데어느덧그의목표는피칭마스터가되어메이저리그사상가장위대한투수로불리우는것으로바뀌었다과연그의꿈은순탄하게이루어질수있을까,스포츠드라마
선독점무명배우성우되다,서러웠던무명배우의시절어렸을적꿈이었던성우로새로운인생을살아간다,현대판타지
선독점시체로시작하는중세판타,갑자기책속에빙의했다더럽고위험한중세풍다크판타지여행기,판타지퓨전
선독점기사가문셋째로살아가는법,현대인이었던나는시골의한미한기사가문셋째아들로환생했다그리고년이지났다이제나는물려받을작위도영지도없이홀로세상으로나아가야한다,판타지퓨전
선독점천재의사의인생회차,수술에미친천재의사가있었다회차엔주변을돌아보며살겠어,현대판타지
선독점베르사유의이방인,내가프랑스제국의황제루이세다,대체역사퓨전
선독점마력은없지만아카데미에,자고일어났더니게임속이다그것도남들다가진마력도없는무능력자근데생각보다할만한데,퓨전현대판타지
악역이여주인공을구입했다,소설속잘나가는악역으로빙의했다그래서막나가련다,판타지
선독점화력조선,눈떠보니조선사람이된재민그런데북정이라고요,대체역사
선독점음악천재가돌아왔다,이제동굴에틀어박혀있는건그만두려고작곡가,현대판타지판타지
귀신들린예고천재,애매한재능은저주다당신이재능이있고그재능에시간을투자해야하는길로들어섰다면그때부터당신은똑같은시간으로더앞서가는이들과겨루어야하고그과정에서당신이천재가아님을알게된다나김리듬도그랬다우리학교의망령과만나기전까지는당신은대체누구죠네구제불능을구원하러나타난귀신이다그렇게전설이시작되었다,판타지현대판타지
나는아빠다,모든것을지키고싶었던최고의요원최악의아빠최민혁제발이혼만은가족을되찾고세상을구하기위해오늘도달린다,판타지현대판타지
멸망하는세계의테이머,세계가멸망하기시작했다가족을지켜야한다각성하셨습니다내눙력이테이밍이라고,판타지현대판타지
신창회귀,이몸으로는회귀해도소용없을걸요중원전역에재난이꼬리를무는난세였다기를느낄수없는삼류무인인내가뭘해도바뀌는것은없었다그리고가족이라믿었던큰형님이배신했다가문의장원은불타올랐고가족들은몰살당했다회귀를하기는할텐데내공내공이있어야한다,무협
우리길드대환장파티,우리길드에는회귀자환생자귀환자가있다이길드에정상인은존재하지않는다,판타지퓨전
마스터,세상천지에의지할곳하나없는천재소년강민그의치열한생존투쟁기설악산사기꾼양도사에게낚인년의세월비를눈물삼아밥말아먹었던순수했던영혼강민이강남한복판으로나왔다그가펼쳐내는한편의대장편드라마럭셔리마이라이프를위해대한민국최고명문고등학교에입학하게되는데돈명예사랑다내거야옵션으로가늘고길게살다가겠어내앞을막아서는모든걸부숴버릴거야이글이글타오르는강민의눈빛행복과고통이교차하는정해지지않은고난의행군그미래속에서소년강민의거침없는발걸음이당당하게세상을향해전진하다절대자의이름마스터라불리며,판타지스포츠
불온한계약연애,푸드의계약직원우지원의정체는한때국민여동생이라불리던아역배우우예린이었다아무도자신을몰라야했고누구에게도알리고싶지않았다그런데지금처럼그렇게계속살고싶습니까그룹의후계자인장재헌이어떻게나를아는거지내손을잡아요도와줄게요저는다시연기자가되고싶지않다는말이면하지말아요거짓말이란거다아니까그의말을부정할수없었다다시꿈을꿀수있다면일단내옆에서가짜애인연기부터해봐요그의곁에서기로했다키스합시다전에연기할때해봤을테니잘할수있죠아뇨저기그게맞아당신아역배우출신이죠그럼키스신은처음인가당혹감에다소상기되어열이나기시작한뺨위를서늘한손이뒤덮었다엄지가뺨을간질이고긴손가락이귓바퀴를스치고목덜미를문질렀다그럼첫키스신이네,로맨스
내가용왕에게사랑을가르,선대왕들처럼시름시름앓다가죽을순없어서직접토끼를잡으러뭍으로올라온용왕태휘태휘는겨우찾은토끼인고반이의마음을사로잡기위해연애에빠삭해보이는티나에게도움을청하게된다그런데자꾸티나옆에알짱대는놈들이거슬리고토끼가아닌티나에게눈길이가는이유를모르겠는태휘는혼란스럽기만하고이제태휘에게남은시간은단일그들은무사히토끼를용궁으로데려갈수있을까,로맨스
절대자는스킬빨로독식한다,게임속사기스킬을가진캐릭터가되었다모든이의무릎을꿇리며모든를복종시킬수있고모든스킬을흡수한다내가살아남을수있는방법은이스킬뿐이다사기스킬을이용해게임속세상에서살아남는다,판타지퓨전
선독점엔딩메이커,완벽한해피엔딩을위해,판타지퓨전
천마가보여,무신단월혁이천마의목을벤지이백년의시간이흘렀다천마를되살릴그릇으로마교에납치되어강령의식까지치르게된사무현끔찍한의식도중정신을잃고깨어나보니웬이상한놈이이쪽을향해웃고있다뭐야설마저거진짜천마야준동하는강호에서살아남기위한사무현과속을알수없는천마의고군분투가시작된다,무협
선독점회차기사가살아가는법,지구출신인생회차기사회차와는다르다,판타지퓨전
선독점이세계존버킹생존좌,싱크홀로이세계배틀존에들어간택배기사택배차에가득쌓인물건으로이세계야수들과존버하는단짠단짠생존기,판타지퓨전
선독점정령의경제학,이세계의사람들은모른다정령의가능성을,판타지
선독점재능먹는만능천재,그러니까내가레오나르도다빈치같은사람이될수있다는거지그게게임이든영화든뭐든레오나르도다빈치가누군지모르겠지만그이상도될수있습니다송재익은귓가에들려오는반지의목소리에어이가없는듯웃음을터트렸다아버지도대체저한테뭘주신겁니까,현대판타지퓨전
선독점지상최강의홈런왕,배트를들기전에는몰랐다내가가진재능을회귀빙의환생시스템전부필요없다나는미친재능으로야구한다,스포츠현대판타지
선독점임꺽정은살아있다,저의죗값을걸고염라대왕과내기하여이승으로돌아온임꺽정도로이승을밟았건만팔도를전율케하던그위세는온데간데없이소싯적천둥벌거숭이때로돌아왔다귓가에는염라대왕의비웃음이여전히울리고악문입에는대꾸하듯결의가서린다한낱화적떼우두머리가퍽이나거창하게일컬음을받았구나네가도적질을암만한들어디번듯한서책에이름이나제대로남기겠느냐어디두고봅시다이왕돌아온것내그어떤도적보다도더이름을남기고갈테니천하는양주백정임꺽정이가차라리예사로운도적이었기를바라게되리라,대체역사판타지
선독점각성하고레벨업하고,대한민국공무원이자급초능력자인류이완작전수행중빨려들어간미지의세계능력치가상승한다,판타지퓨전
선독점천재공학자가되었다,몇년전돌아가신할아버지가꿈에나왔다이할애비가저승로또에당첨돼서염라에게재능의두루마리를사왔단다나에게천재공학도의재능이생겼다,현대판타지판타지
선독점검은머리천재감독,부딱망해버린구단으로트레블하기,스포츠현대판타지
선독점필드위의로맨티스트,부리그로온우승청부업자단숨에프리미어리그우승까지노린다,스포츠현대판타지
선독점최소메시가되었다,나이가들고피지컬이저물어가는축구선수노력했음에도성공하지못했다그래서바랬다누구에게도지지않을재능을그래서나는되었다최소메시보얀크르키치가,스포츠
선독점마법중대의천재마법사,죄를사면받기위해마법병이되었는데아무래도마법에재능이있는것같다,판타지퓨전
선독점작가인생회차,억짜리회차보험에가입한인기작가박유성의플렉스한회차인생이야기직업이작가사실은연예물육성엔터현실남매현실연애보험시스템,현대판타지판타지
선독점검은머리미군대원수,년미육군사관학교에최초의한인생도가입학했다,대체역사현대판타지
선독점이혼후파이어볼러,이혼후두번째수술을받았다순식간에나락으로떨어졌다그런데구속이오히려더올라갔다,스포츠현대판타지
선독점자작가문삼남은만능공돌이,뭐든지만들어내는제작전문헌터이계의자작가문삼남으로다시태어난다,판타지퓨전
마음의발걸음이나보다빠,요즘젊은어린친구들을보면사소한일로크게다툽니다어른들은이를보며요즘애들이이상하다고합니다그러나저는그생각에동의하지않습니다요즘애들이특히나빠진게아니라그들은마음을올바로전하는법을배우지못한것뿐이라고생각합니다요즘세대들은상처받기싫어서너무진지해지는게싫어서등다양한이유로마음을올바르게전하려하지않습니다그러나전그들이마음을올바르게전하려고하지않는이유가진심의중요성을그필요성을모르기때문에그렇다고생각합니다다른사람과신뢰관계를구축하는건어려운일입니다그러나쏟아부은정성만큼돌아오는만족감은몇배나더큽니다마음을전하는법은의외로간단하다고생각합니다무작정감정을표현하지않는것내가정말원하는게무엇인지생각해보는것그리고그마음을진실되게전하는것이이야기를통해위세가지를반복적으로접하면서마음을올바르게전하는것의중요성을느낄수있었으면좋겠습니다하늘에서떨어진공주희망이는친구를찾아헤매던이룸이와만난다희망이는감정을느끼지못하는아이로일년전절망의봉인이풀린이후마물에게노려지고있었다실수로봉인을푼당사자인이룸이는희망이를도와사람들의마음을치유하려나선다저주받은공주와축복받은아이가함께하는마음구해내기프로젝트여러분도함께하실래요지브리힐링동화어린왕자디즈니어른아이아동문학메타포상징비유,일반소설
선독점도깨비떡끼리작가현,내이름은손범성은손이요이름은천재다자신을천재라고믿어의심치않는남자손범하지만재능이없던그는만년하급선인으로살아가게되는데그러던중우연히도깨비떡을먹게된그는진짜천재가된다그런그의앞을가로막는수많은적그리고그를돕는수많은동료끝에이기는것은정의인가아니면인간의이기심인가모든건손범의손에달려있다,현대판타지퓨전
그남자를미치게만드는법,평범한사내변호사로살아가던어느날연희는태성미디어본부본부장최필립에게최도혁본부장을유혹하라는협박같은제안을받게된다심장병을앓고있는동생의치료비를위해연희는반드시최도혁을유혹해야하는데연예인이라면질리도록본연희였지만막상마주한도혁의비주얼은그런연희마저도압도시켰다그와가까워지려는계획이조금씩엇나가는느낌이들자연희의눈동자가흔들렸다혹시본부에서업무를하며알아둬야할특별사항이있을까요그모습을본도혁이피식웃으며다시입을열었다특별사항내취향은맞추기어려울텐데그를미친놈으로만들기위해고군분투하는연희하지만점점더도혁에게끌리게되고모든계획을간파한도혁은역으로계약연애를제안한다애써판을깔아줬는데그위에서안놀면쓰나그러니까연애하지우리미리보기계약연애로본부장님이얻게되는건뭔가요연희의얼굴에서눈을떼지않은채도혁이다시입을열었다미인저지금엄청진지한거안보이세요연희가발끈하자도혁이입꼬리를올렸다농담아닌데나는미인을얻고최필립은계획에성공했다는착각을하게되겠지그다음은요차차생각해봐야지지금은고변동생수술이우선이니까조건이뭔지말씀해주세요연애에조건이필요한가진짜연애라면조건따위필요하지않겠지만본부,로맨스
독점이라는관계,세원백화점차도현입니다성공한디자이너가되어년만에한국으로돌아온서하연그런그녀를제일먼저맞이한건묻어두었던추억과아픔을단번에불러일으키고마는무섭도록익숙한음성이었다차도현과는이미끝난사이기때문에흔들리지말것사적으로얽히지말것마음약해지지말것그저비즈니스에만집중한채일말의감정없이그를마주하겠다다짐했건만그렇게바라보면내가널어떻게하고싶을까결국이번에도맹목적인도현의유혹앞에하연은마음속깊은울렁거림을쉽게가라앉힐수없었다그만다가와요저벅거리던발소리가멈췄다난아무것도하지않아지금그문을열고날들여보내주거나스스로내방으로찾아오지않는한,로맨스
선독점먼치킨삼촌의현대적응기,년간던전에갇혔다풀려난삼촌은지상최강의먼치킨이돼있었다다만아니저게다문신이란말이냐나때는신체발부수지부모라고부모님이주신몸에상처를낼생각은현대사회에적응하려면시간이좀걸릴것같다일상힐링가족헌터물식도락,판타지현대판타지
개정판멸망이후의세계,이것은모두가과거로돌아갈때마지막까지회귀하지않았던한사나이의이야기다,현대판타지
선독점년부터시작하는회귀생활,대한민국의월드컵강신화는아무것도아니었다,현대판타지
선독점암흑상제,평범한사람이상계를지배하는황제가되는이야기입니다암흑상제로한것은존재를드러내는것이아니라은밀하게조정하는인물로그려보고싶었다어떻게돈을버는것보다는어떻게돈을사용하는것에중점을둘생각입니다무협이기에무와협이들어가며그것이주입니다,무협판타지
선독점게임천재의음악방송,전세계를강타한하이퍼언더워치세계최고의딜러로유명했던밴디지한경현은돌연입대를하며프로생활을은퇴하게된다그리고년후안녕하세요님들군대전역하고돌아왔습니다인터넷방송계에핵폭탄이떨어졌다,현대판타지게임
선독점게임속사기캐로살아가는법,인고유스킬그걸믿었음째트킥,판타지퓨전
선독점흑마법사의인생룰루랄라,이혼후차원을이동했다그리고흑마법사가되었고백년후다시돌아왔다흑마법사요괴힐링심리상담현대귀환물,현대판타지퓨전
선독점철혈의재벌,정재계를쥐락펴락하는집안의자손인줄도모르고평생천애고아흙수저로살았다한번죽고나서야알게된진실그리고기회날이렇게만든놈들더러운세상모조리씹어먹어주마,현대판타지
선독점망겜속가챠스트라이커가,감나빗아니확률이가넘는데번차서번다빗나가는게말이되냐고확률은독립시행입니다개소리집어치우고도박사의오류입니다어제까지만해도은퇴직전의퇴물선수였던나죽었다깨어나니망겜속의가챠스트라이커가되어있었다,스포츠현대판타지
선독점필드의이방인,부모가버린한국에서도입양되어간네덜란드에서도난언제나이방인이었다그리고내가이방인이지않을때는축구를할때뿐이었다,스포츠현대판타지
선독점이레귤러삼촌이돌아왔다,뺑소니를당해죽어가다넘어간이세계대륙을제패하고마왕이되어간신히돌아왔다그러나년만에돌아온고향은미쳐도단단히미쳐있었다,퓨전현대판타지
선독점재벌사위말고재벌하겠,년간헌신하고버림받은재벌가사위의회귀더큰부와권력으로모든걸바로잡기위한성공스토리지금시작합니다,현대판타지대체역사
선독점술빚어재벌되렵니다,얼떨결에물려받은작은할아버지의양조장그런데여기조금이상한데,현대판타지
혁명가세상을박살내다,내가살아있다면이시계역시멈추지않을거야회중시계는동지이자연인이던세연이며칠전태일에게준선물이었다시계는움직임을멈추었고혁명은실패했다탐욕을과소평가했고배신으로인해모든것을잃었다그렇게얼마간의시간이지난뒤실패한혁명가는익숙하지만낯선세상에서눈을떴다그와함께멈추었던회중시계가다시움직이기시작했다,현대판타지
선독점혈귀귀환,혈귀살이되었다,무협퓨전
선독점신투명가삼대독자,던전에서죽었다고생각했는데눈을떠보니무림속명문가의삼대독자로환생했다그런데아무리생각해도이집구석정상이아닌것같다환생무림신투,무협
선독점제국의보나파르트,환생해보니보나파르트가문에아버지가나폴레옹이다꼬마부사관이아니라나폴레옹세,대체역사전쟁밀리터리
선독점억분의의사나이,가난한복서아들이너무강하다강력한펀치의소유자였던아버지가죽고나서오무적은놀라운일을경험하게된다타고난힘에능력까지얻게된오무적의격투기인생이시작된다,판타지스포츠
선독점악기만드는음악천재,천재로불렸지만신분탓에꽃피우지못하고스러진노예세기대한민국재벌로환생하여그재능을만개하다,현대판타지
대사관의천재요리사되다,서울의호텔에서한국최고의요리사로은퇴를한주인공여년간의요리사생활에한치의후회도없냐는물음에쉽게대답하지못한다주인공의원래꿈은청와대에서요리를하는것어느날눈을뜨니처음근무했던호텔이다그것도젊었을적모습그대로정신을차리고청와대요리사가되기위해방법을찾는데모두가기피하는파나르대사관의요리사공고가올라온다주인공은파나르대사관요리사에합격하게되고훗날청와대요리사가되기위해최선을다하게된다,판타지
선독점악마를살라먹는소방관,살라먹다불에모조리태워버리다물능력자만가득한이세상에나혼자만화염능력자화염능력자소방관이되다악마를멸하는소방관이야기,현대판타지판타지
선독점천재는평범하게살기로했더,평범한주변인으로살기로했습니다만오전시분에만나요제목오타시부레,판타지현대판타지
선독점격투천재가그냥강함,프로선수의움직임이느리게보여무릎을들어올렸다뻐억프로선수가한방에쓰러졌다안면니킥반칙회빙환시스템창재능,스포츠현대판타지
선독점검은머리단장,단장물회빙환시스템전문가직업물,현대판타지스포츠
선독점천하제일인환생했다,천마와양패구상한천영검대주천우혁그가환생했다,무협
신필천하,글자하나에서도철학을읽고한줄의글귀에도의지와정을담아낸다공력은글씨안에있으니흘러가는필획에서깨달음과내공을얻어라일필득도의능력속에서천하무공이탄생하리라,무협
살인사건전담팀,과거사고로인해기억을잃어버린살인사건전담팀검사수빈그런수빈을지키고자의사가운을벗어던지고검사가된재환그가할수있는건그저수빈의뒤에서그녀를지켜주는일검사님저희과거에본적있어요때로는아무것도모르는게좋을수도있어난너를잃고싶지않거든네아무것도기억못하는수빈앞에서재환이바라는딱한가지는수빈이아무것도몰라주길제발그때의지긋지긋한현실을벗어나주길수빈을사랑했던과거도자신을기억하지못하는지금도재환은언제나수빈을잃고싶지않았으니까살인사건전담팀안에서두검사가풀어가는의문의살인사건과그안에서펼쳐지는수빈과재환의아슬아슬하고도슬픈러브스토리,로맨스추리
무성진천,어느날도망자의땅이라불리는창인에두명의이방인이찾아든다그들과인연을맺은진천은운명처럼중원진출을결심한다한서린어머니의원을풀어주기위해극악한사부들이세상에진빚을갚기위해군웅할거의난세에뛰어든천룡의장쾌한무림평정기,무협
빌런잡는먼치킨힐러,빌런에게인권이있을까오지절단으로오체불만족을시전하여줍니다던전앞에서빛과함께물아일체의이치를깨우치면서각성하고세계관최강자가되어빌런과몬스터를사회에서지워버린다,판타지현대판타지
선독점천재투수가낭만을안숨김,더강해진낭만파파이어볼러그런데이제금강불괴를곁들인,스포츠현대판타지
선독점캬이맛에포수한다,야구팬들에게비웃음만사던저니독강견투수가아닌포수로다시한번메이저의문을두들기다,스포츠현대판타지
방탕소림단,대한민국아재들어린소년이되어무림에떨어지다대혼란을앞둔난세의무림숭산의거찰소림사에서영웅이나올거라는예언과함께나타난세아재아니소년강호에서손꼽히는선승진선대사의제자가되어온갖기연에영약까지먹어가며최강의동자승으로거듭나게된다하지만머릿속은온통고기와사랑과술생각뿐인데이녀석들영웅이될수있을까속은영락없는아재겉은순진무구동자승들의방탕하기그지없는강호종횡기,무협
선독점내감옥에는용사들이온다,내감옥은조금특별하다,판타지퓨전
선독점무력탑솔러,계의핵앤슬래셔,게임현대판타지
선독점대막리지막내아들,고구려중심의천하관을가진망나니의막내아들이되어버렸다,대체역사판타지
선독점아카데미의신화급교수가,다들신화급이라고착각한다아닌데,퓨전판타지
가면의레온,기억은지워지고싸가지없는본성만남았다욱할때마다튀어나오는살벌한말투와그의독자무공살인광이었던그는전혀어울리지않는대신관이되기로결심한다하지만그본성이어디가나,퓨전판타지
가면의마존,중원을공포에떨게만든희대의악마혈마존혈마존의혼을잃어버린염라계는결국레온의영혼을혈마존의몸에집어넣는다기억을잃은채혈마존의몸에부활한레온본성이착한레온은천하의악인이되어혈마교를이끌어야하는데,무협퓨전
선독점절륜환관,산전수전다겪은년차환관이온전한몸으로돌아간다면황제의그림자환관이회귀했다,무협판타지
신대한제국,신대한민국작가의새장편대체역사소설신대한제국년제국주의시대쇄국정책을추구하고있는조선안으로는개혁을외부로는개방과쇄국사이에서갈등하는흥선대원군그혼란기의조선에일곱명의이방인이흥선대원군앞에나타난다그일곱명의귀인은쓰시기에따라도움이될수도화가될수도있습니다산업화를거쳐제국주의의그림자와함께동아시아로눈을돌린서구열강년의대한민국에서불려온이방인들은각기군사와경제산업과공업의현대지식으로거대한서구강대국에맞선다격동하는시대당당하게세계의무대로나아가려는조선실존인물과현대인이써내려가는새로운역사지금까지의조선말기는잊어라이제부터진정한대한제국의시작이다,대체역사
선독점우주함장이되면굉장해짐,에일리언이나오는우주게임의패러디소설에게임의고인물이빙의했다,퓨전
선독점네비찍고이계진입,뭐이계가면처절하게살아남아야한다고괴물이넘쳐난다고아니거든죽이고죽이는막장은이제그만힐링하며느긋하게살아보자,현대판타지퓨전
선독점게임속최초플레이어,년월일지구에게임속으로연결되어있는게이트가열리며그게이트에들어갔다나온자들을플레이어라불렀다대플레이어의시대가열린것이다그런데그들보다년먼저게이트속으로들어간최초의플레이어가있었으니살아남기위해강해져야한다최초의플레이어이자최고플레이어의이야기,판타지게임
선독점대자본플레이어,그게그렇게귀해요나그거수천상자있는데,판타지퓨전
화이트크로우,검은손길은조금씩정체를드러내며일행을위협해온다말세를불러온악귀세상의멸망을앞두고기억을잃은남자가자신을찾기위한사투를시작한다내가누구인지알때까지는세계의종말도허락하지않으리라,판타지
선독점로또등이라말하고다니련다,로또등당첨금억과인생의선택을도와주는신비한동전옵타티오를얻은평범한직장인의인생업그레이드리얼리티판타지회귀빙의환생상태창,현대판타지판타지
선독점잡캐여도너보단강함,쓰레기스킬모음집짬통캐릭터내가게임을하는방식을이해못하는사람들이불렀던별명고인물도살자해결사그런놈들을모조리쓰러트린후에붙은별명현실이된사이버펑크게임에서나는이제해결사로살아가야한다,판타지퓨전
선독점강한채로회귀,회귀전의지식과정보레벨과능력치능력과기술인벤토리안의못하나빠짐없이전부다가진채로회귀한다,판타지현대판타지
선독점지휘관은천재가싫다,빌어먹을천재놈들한번을못이긴채죽었다가전생했다그래도못이기네더러워서못해먹겠네때려치워그러려고했는데왜이러세요살려줘,퓨전판타지
선독점염제회귀,흑도제일인화천문주염제도윤인생의서장으로회귀하다,무협판타지
검성돌아오다,학사집안의차남으로태어나범인의삶을살예정이었던소년이윤후어느날검성의제자가되었다검성돌아오다삼라만상은모두오행으로이루어져있다검의정점이라불리며무림의절대자로군림했던검성뛰어난오성을인정받은소년은그의제자가되어천하제일의독문무공을사사받았다사부님의뜻제가잇겠습니다이제소년은범인의굴레에서벗어나스스로의협과의를세울지니강호는다시한번검성재림을보게되리라,무협
선독점신화급관측능력자가되었다,마침내각성했을때나는다른세계의힘을관측해얻을수있게되었다그런데그힘이조금이상하다,현대판타지퓨전
선독점힐러인데정치만렙,재난급게이트에서천신만고끝에생환했다동생은적폐소리듣는협회장이되어있었고헌터들은대중으로부터혐오받고있었다살아남기위해서는정치력이필요하다,현대판타지판타지
선독점메이지슬레이어,어린순례자야검을집어라,판타지전쟁밀리터리
선독점식당밑에던전,내가운영하는식당지하실에던전이나타났다본격생활밀착형던전라이프,현대판타지퓨전
선독점초인으로깨어났다,처절했던인생을마치고눈을떠새로마주한세상은내가알던바로그곳이었다,현대판타지
선독점허세작렬배우님,그까짓한류스타나도돼주지뭐그런데왜이렇게거슬리는게많아,현대판타지
선독점이혼하고탄탄대로,아내에게살해당한날회귀했다결혼에지친남자들이여보라나김봉진의화려한부활을코인으로재벌되기복수,현대판타지
완전판해왕하늘을건너다,소그미무협장편소설섬세한필치로눈앞에그려지는무림의풍경그속에서각자의방식으로어울리며살아가는사람들가운데해왕대유가있었다가장낮은곳으로흘러만물을이롭게하고결국은하늘에닿는물의성품을닮은대유의눈에비친인간군상들의이야기거울에비친듯우리네사는모습과비슷한모양에보다보면저도모르게울고웃게되는깊은무협의맛,무협
선독점인생은한방,인생은한방이다,현대판타지
선독점사상최강의밀정,사상최강의데릴사위의작가침묵적고점의신작아름다운여마두를유혹하라뛰어난의사였던운중학어느날강제로납치당하다시피한그는라는이름의괴상한정신병원의원장이된다한명한명이모두불세출의천재인명의환자를돌보던운중학은치정으로인해일어난폭발사고에휘말려영문도모르게전혀새로운세계에새로운몸으로환생하게된다새로운몸에서눈을뜨자마자사형당할위기에처한운중학그절체절명의순간그는자신의안에서정신병원환자였던이들중한명의특수한능력독심술이깨어남을느끼고상대가자신을죽일마음이없다는사실을알아챈다그렇게간신히살아난그에게대영제국의밀정으로서난공불락의열풍성성주정중월을유혹하라는극악의임무가주어지는데그의안에서깨어난능력은대체무엇이며그는과연여마두정중월을유혹해임무를성공시킬수있을까원제작가침묵적고점번역김혜영,무협
선독점삼국지의엑스트라,삼국지속화웅이되었다,대체역사판타지
선독점조카랑붕어빵팔아요,사고로죽은형이남긴유일한가족서리눈에넣어도안아플조카를위해붕어빵노점을시작했다그런데장사가너무잘된다,현대판타지
타임,박재학현대판타지소설인생의밑바닥에내려앉은순간기이한인연으로시간을이동할수있는반지를얻게된다동민은과거와현재를오고가는능력을이용해인생역전을노리게되는데밑바닥인생부터시작하여세계최고의재벌까지성장하는한남자의이야기가시작된다,현대판타지
선독점구속로야구제패,년당대최고의투수인스트럭터였던신유성를던질수있는방법을가지고살의투수유망주로다시눈을뜨는데,스포츠현대판타지
선독점로또등도장사를합니다,로또등에당첨되었다이제는좀설렁설렁일하려고했는데왜장사가더잘되냐고,현대판타지퓨전
선독점게임속아바타의재능으로,동화율돌파로인생역전,현대판타지게임
선독점개정판시스템오류로에,게임시스템오류로에이스로등극하다,스포츠현대판타지
선독점재벌매니지먼트,굳이열심히살고싶지는않다적당히뒤에서조종하며꿀빨고살면행복하지않겠어연재시각주회오전시,현대판타지퓨전
선독점내장롱에게이트가열렸다,살에고아가되어힘들게살아왔던내인생어느날내방장롱에게이트가열렸다이제내가살고싶은대로살겠다,현대판타지판타지
선독점주식치트로인생역전,내눈에는내일의주가가보인다맨손에서재벌까지본작품은현대판타지로작품에나오는기업이름단체는실제와무관합니다,현대판타지퓨전
,년대한반도혼란과의심만이가득한조선경성에서는의문의연쇄살인사건이일어난다사건의중심에있는것은어릴적기억을잃어버린소년과복수의끝에선사내그리고비밀을감추고있는노신사숨겨진진실은과연무엇인가역사의도표에기록되지않은자들의이야기가시작된다,공포미스테리
결사대죽음을건,백제국최고의귀족가문에서태어나공주와의혼인을앞두고억울한누명을뒤집어쓴채한순간에검투노예로전락한한사나이나는가문의복수를해야만한다그러기위해서는반드시이지옥에서살아남아야만한다과연그는끝까지살아남아복수를완성할수있을것인가,대체역사
선독점우리동네강순경이마왕이,마왕이우리동네에선순경범죄자씨가마른다,현대판타지판타지
아래층강생이위층고냉이,제주도바닷가하얀이층집주간강아지세마리를돌보러갔더니층에고양이일곱마리를보살피러온남자가있었다우리의운명은그렇게시작되었다그런데왜전남친이옆집에살고있는거야,일반소설
서로의만남,자신의꿈을이루기위해가출까지하여억울한원한을가지고있던정현을만난이효선의이야기이다,공포미스테리
이무기세상을수호하는신,사람들사이를맴도는기묘한존재들그리고세상을떠도는기묘한존재들을다스리는오래된네마리이무기이야기,공포미스테리
괴담소녀가들려주는무서,호러미스테리옴니버스식괴담입니다실화를바탕으로한이야기부터매뉴얼괴담나폴리탄형식을기반으로한괴담창작괴담등을괴담소녀가매일밤찾아와들려주는형식의괴담이야기입니다,공포미스테리
기담이야기를전하는자,두남자가전해주는세상을떠도는기묘하고어두운이야기,공포미스테리
